gender,id,exp,exp_level,race,attribute,ext,name,raw_image_folder,file,projected_npz,projected_file
F,4,FE,4,LA,F2D,bmp,F0004_FE04LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_FE04LA_F2D.bmp,"[[[ 0.20212403 -0.50262505  1.1898507  ...  0.475372   -1.506529
    0.3025668 ]
  [ 0.20212403 -0.50262505  1.1898507  ...  0.475372   -1.506529
    0.3025668 ]
  [ 0.20212403 -0.50262505  1.1898507  ...  0.475372   -1.506529
    0.3025668 ]
  ...
  [ 0.20212403 -0.50262505  1.1898507  ...  0.475372   -1.506529
    0.3025668 ]
  [ 0.20212403 -0.50262505  1.1898507  ...  0.475372   -1.506529
    0.3025668 ]
  [ 0.20212403 -0.50262505  1.1898507  ...  0.475372   -1.506529
    0.3025668 ]]]",images/results/BU_3DFE/F0004_FE04LA_F2D/projected_w.npz
F,4,FE,3,LA,F2D,bmp,F0004_FE03LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_FE03LA_F2D.bmp,"[[[ 0.87628347 -0.566893   -0.05592161 ... -1.2087998  -0.17327577
    0.19969139]
  [ 0.87628347 -0.566893   -0.05592161 ... -1.2087998  -0.17327577
    0.19969139]
  [ 0.87628347 -0.566893   -0.05592161 ... -1.2087998  -0.17327577
    0.19969139]
  ...
  [ 0.87628347 -0.566893   -0.05592161 ... -1.2087998  -0.17327577
    0.19969139]
  [ 0.87628347 -0.566893   -0.05592161 ... -1.2087998  -0.17327577
    0.19969139]
  [ 0.87628347 -0.566893   -0.05592161 ... -1.2087998  -0.17327577
    0.19969139]]]",images/results/BU_3DFE/F0004_FE03LA_F2D/projected_w.npz
F,4,SA,3,LA,F2D,bmp,F0004_SA03LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_SA03LA_F2D.bmp,"[[[ 0.5000655  -0.06282045  2.910458   ... -1.233781   -0.10748615
   -1.0004852 ]
  [ 0.5000655  -0.06282045  2.910458   ... -1.233781   -0.10748615
   -1.0004852 ]
  [ 0.5000655  -0.06282045  2.910458   ... -1.233781   -0.10748615
   -1.0004852 ]
  ...
  [ 0.5000655  -0.06282045  2.910458   ... -1.233781   -0.10748615
   -1.0004852 ]
  [ 0.5000655  -0.06282045  2.910458   ... -1.233781   -0.10748615
   -1.0004852 ]
  [ 0.5000655  -0.06282045  2.910458   ... -1.233781   -0.10748615
   -1.0004852 ]]]",images/results/BU_3DFE/F0004_SA03LA_F2D/projected_w.npz
F,4,AN,2,LA,F2D,bmp,F0004_AN02LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_AN02LA_F2D.bmp,"[[[ 1.0077558  -0.8281756   1.3806978  ... -0.54745615 -1.6432596
   -0.20327795]
  [ 1.0077558  -0.8281756   1.3806978  ... -0.54745615 -1.6432596
   -0.20327795]
  [ 1.0077558  -0.8281756   1.3806978  ... -0.54745615 -1.6432596
   -0.20327795]
  ...
  [ 1.0077558  -0.8281756   1.3806978  ... -0.54745615 -1.6432596
   -0.20327795]
  [ 1.0077558  -0.8281756   1.3806978  ... -0.54745615 -1.6432596
   -0.20327795]
  [ 1.0077558  -0.8281756   1.3806978  ... -0.54745615 -1.6432596
   -0.20327795]]]",images/results/BU_3DFE/F0004_AN02LA_F2D/projected_w.npz
F,4,SU,3,LA,F2D,bmp,F0004_SU03LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_SU03LA_F2D.bmp,"[[[-0.29078266  0.82931703  2.351297   ...  0.9942559  -1.1389548
   -1.2423571 ]
  [-0.29078266  0.82931703  2.351297   ...  0.9942559  -1.1389548
   -1.2423571 ]
  [-0.29078266  0.82931703  2.351297   ...  0.9942559  -1.1389548
   -1.2423571 ]
  ...
  [-0.29078266  0.82931703  2.351297   ...  0.9942559  -1.1389548
   -1.2423571 ]
  [-0.29078266  0.82931703  2.351297   ...  0.9942559  -1.1389548
   -1.2423571 ]
  [-0.29078266  0.82931703  2.351297   ...  0.9942559  -1.1389548
   -1.2423571 ]]]",images/results/BU_3DFE/F0004_SU03LA_F2D/projected_w.npz
F,4,HA,2,LA,F2D,bmp,F0004_HA02LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_HA02LA_F2D.bmp,"[[[ 0.37445065  0.18393092  2.9684799  ...  0.9112428  -1.3099467
    1.1129555 ]
  [ 0.37445065  0.18393092  2.9684799  ...  0.9112428  -1.3099467
    1.1129555 ]
  [ 0.37445065  0.18393092  2.9684799  ...  0.9112428  -1.3099467
    1.1129555 ]
  ...
  [ 0.37445065  0.18393092  2.9684799  ...  0.9112428  -1.3099467
    1.1129555 ]
  [ 0.37445065  0.18393092  2.9684799  ...  0.9112428  -1.3099467
    1.1129555 ]
  [ 0.37445065  0.18393092  2.9684799  ...  0.9112428  -1.3099467
    1.1129555 ]]]",images/results/BU_3DFE/F0004_HA02LA_F2D/projected_w.npz
F,4,HA,1,LA,F2D,bmp,F0004_HA01LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_HA01LA_F2D.bmp,"[[[ 0.04865072 -0.2512542   1.6508301  ...  0.5697439  -0.858963
    0.6977592 ]
  [ 0.04865072 -0.2512542   1.6508301  ...  0.5697439  -0.858963
    0.6977592 ]
  [ 0.04865072 -0.2512542   1.6508301  ...  0.5697439  -0.858963
    0.6977592 ]
  ...
  [ 0.04865072 -0.2512542   1.6508301  ...  0.5697439  -0.858963
    0.6977592 ]
  [ 0.04865072 -0.2512542   1.6508301  ...  0.5697439  -0.858963
    0.6977592 ]
  [ 0.04865072 -0.2512542   1.6508301  ...  0.5697439  -0.858963
    0.6977592 ]]]",images/results/BU_3DFE/F0004_HA01LA_F2D/projected_w.npz
F,4,HA,4,LA,F2D,bmp,F0004_HA04LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_HA04LA_F2D.bmp,"[[[ 1.0972109   0.55215627  2.513061   ...  0.80398315 -0.9706761
   -1.0204394 ]
  [ 1.0972109   0.55215627  2.513061   ...  0.80398315 -0.9706761
   -1.0204394 ]
  [ 1.0972109   0.55215627  2.513061   ...  0.80398315 -0.9706761
   -1.0204394 ]
  ...
  [ 1.0972109   0.55215627  2.513061   ...  0.80398315 -0.9706761
   -1.0204394 ]
  [ 1.0972109   0.55215627  2.513061   ...  0.80398315 -0.9706761
   -1.0204394 ]
  [ 1.0972109   0.55215627  2.513061   ...  0.80398315 -0.9706761
   -1.0204394 ]]]",images/results/BU_3DFE/F0004_HA04LA_F2D/projected_w.npz
F,4,HA,3,LA,F2D,bmp,F0004_HA03LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_HA03LA_F2D.bmp,"[[[-0.08968358  0.35406047  2.997198   ...  0.4449425  -1.3210555
   -0.6172612 ]
  [-0.08968358  0.35406047  2.997198   ...  0.4449425  -1.3210555
   -0.6172612 ]
  [-0.08968358  0.35406047  2.997198   ...  0.4449425  -1.3210555
   -0.6172612 ]
  ...
  [-0.08968358  0.35406047  2.997198   ...  0.4449425  -1.3210555
   -0.6172612 ]
  [-0.08968358  0.35406047  2.997198   ...  0.4449425  -1.3210555
   -0.6172612 ]
  [-0.08968358  0.35406047  2.997198   ...  0.4449425  -1.3210555
   -0.6172612 ]]]",images/results/BU_3DFE/F0004_HA03LA_F2D/projected_w.npz
F,4,SU,4,LA,F2D,bmp,F0004_SU04LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_SU04LA_F2D.bmp,"[[[ 0.46059287  0.07836685  1.8340744  ...  0.59406507 -1.4749874
   -0.69053704]
  [ 0.46059287  0.07836685  1.8340744  ...  0.59406507 -1.4749874
   -0.69053704]
  [ 0.46059287  0.07836685  1.8340744  ...  0.59406507 -1.4749874
   -0.69053704]
  ...
  [ 0.46059287  0.07836685  1.8340744  ...  0.59406507 -1.4749874
   -0.69053704]
  [ 0.46059287  0.07836685  1.8340744  ...  0.59406507 -1.4749874
   -0.69053704]
  [ 0.46059287  0.07836685  1.8340744  ...  0.59406507 -1.4749874
   -0.69053704]]]",images/results/BU_3DFE/F0004_SU04LA_F2D/projected_w.npz
F,4,AN,3,LA,F2D,bmp,F0004_AN03LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_AN03LA_F2D.bmp,"[[[-0.5696866   1.86325     2.490656   ... -0.3001852   0.11526814
   -0.26203758]
  [-0.5696866   1.86325     2.490656   ... -0.3001852   0.11526814
   -0.26203758]
  [-0.5696866   1.86325     2.490656   ... -0.3001852   0.11526814
   -0.26203758]
  ...
  [-0.5696866   1.86325     2.490656   ... -0.3001852   0.11526814
   -0.26203758]
  [-0.5696866   1.86325     2.490656   ... -0.3001852   0.11526814
   -0.26203758]
  [-0.5696866   1.86325     2.490656   ... -0.3001852   0.11526814
   -0.26203758]]]",images/results/BU_3DFE/F0004_AN03LA_F2D/projected_w.npz
F,4,SU,2,LA,F2D,bmp,F0004_SU02LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_SU02LA_F2D.bmp,"[[[ 0.74460715  0.00624667  3.0978124  ...  0.5738346  -1.1156856
   -1.4677238 ]
  [ 0.74460715  0.00624667  3.0978124  ...  0.5738346  -1.1156856
   -1.4677238 ]
  [ 0.74460715  0.00624667  3.0978124  ...  0.5738346  -1.1156856
   -1.4677238 ]
  ...
  [ 0.74460715  0.00624667  3.0978124  ...  0.5738346  -1.1156856
   -1.4677238 ]
  [ 0.74460715  0.00624667  3.0978124  ...  0.5738346  -1.1156856
   -1.4677238 ]
  [ 0.74460715  0.00624667  3.0978124  ...  0.5738346  -1.1156856
   -1.4677238 ]]]",images/results/BU_3DFE/F0004_SU02LA_F2D/projected_w.npz
F,4,FE,1,LA,F2D,bmp,F0004_FE01LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_FE01LA_F2D.bmp,"[[[ 0.33923754 -0.06378622  1.9585764  ... -0.32176352 -1.0970213
   -0.29409045]
  [ 0.33923754 -0.06378622  1.9585764  ... -0.32176352 -1.0970213
   -0.29409045]
  [ 0.33923754 -0.06378622  1.9585764  ... -0.32176352 -1.0970213
   -0.29409045]
  ...
  [ 0.33923754 -0.06378622  1.9585764  ... -0.32176352 -1.0970213
   -0.29409045]
  [ 0.33923754 -0.06378622  1.9585764  ... -0.32176352 -1.0970213
   -0.29409045]
  [ 0.33923754 -0.06378622  1.9585764  ... -0.32176352 -1.0970213
   -0.29409045]]]",images/results/BU_3DFE/F0004_FE01LA_F2D/projected_w.npz
F,4,DI,4,LA,F2D,bmp,F0004_DI04LA_F2D,/home/vicky/Documents/BU_3DFE/F0004,F0004_DI04LA_F2D.bmp,"[[[ 0.43430528  0.6400407   1.955588   ... -0.5036338  -1.4048858
   -0.6192545 ]
  [ 0.43430528  0.6400407   1.955588   ... -0.5036338  -1.4048858
   -0.6192545 ]
  [ 0.43430528  0.6400407   1.955588   ... -0.5036338  -1.4048858
   -0.6192545 ]
  ...
  [ 0.43430528  0.6400407   1.955588   ... -0.5036338  -1.4048858
   -0.6192545 ]
  [ 0.43430528  0.6400407   1.955588   ... -0.5036338  -1.4048858
   -0.6192545 ]
  [ 0.43430528  0.6400407   1.955588   ... -0.5036338  -1.4048858
   -0.6192545 ]]]",images/results/BU_3DFE/F0004_DI04LA_F2D/projected_w.npz
F,42,NE,0,AE,F2D,bmp,F0042_NE00AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_NE00AE_F2D.bmp,"[[[ 1.896799    0.832833    3.1453283  ...  1.1820319   1.8009832
   -0.45672128]
  [ 1.896799    0.832833    3.1453283  ...  1.1820319   1.8009832
   -0.45672128]
  [ 1.896799    0.832833    3.1453283  ...  1.1820319   1.8009832
   -0.45672128]
  ...
  [ 1.896799    0.832833    3.1453283  ...  1.1820319   1.8009832
   -0.45672128]
  [ 1.896799    0.832833    3.1453283  ...  1.1820319   1.8009832
   -0.45672128]
  [ 1.896799    0.832833    3.1453283  ...  1.1820319   1.8009832
   -0.45672128]]]",images/results/BU_3DFE/F0042_NE00AE_F2D/projected_w.npz
F,42,SA,1,AE,F2D,bmp,F0042_SA01AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_SA01AE_F2D.bmp,"[[[-1.639826   3.1905925  1.623044  ...  0.7898682 -0.9528063 -2.540015 ]
  [-1.639826   3.1905925  1.623044  ...  0.7898682 -0.9528063 -2.540015 ]
  [-1.639826   3.1905925  1.623044  ...  0.7898682 -0.9528063 -2.540015 ]
  ...
  [-1.639826   3.1905925  1.623044  ...  0.7898682 -0.9528063 -2.540015 ]
  [-1.639826   3.1905925  1.623044  ...  0.7898682 -0.9528063 -2.540015 ]
  [-1.639826   3.1905925  1.623044  ...  0.7898682 -0.9528063 -2.540015 ]]]",images/results/BU_3DFE/F0042_SA01AE_F2D/projected_w.npz
F,42,DI,2,AE,F2D,bmp,F0042_DI02AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_DI02AE_F2D.bmp,"[[[ 0.9395315   1.9480444   3.593179   ... -0.29208457 -0.43707073
   -0.17900275]
  [ 0.9395315   1.9480444   3.593179   ... -0.29208457 -0.43707073
   -0.17900275]
  [ 0.9395315   1.9480444   3.593179   ... -0.29208457 -0.43707073
   -0.17900275]
  ...
  [ 0.9395315   1.9480444   3.593179   ... -0.29208457 -0.43707073
   -0.17900275]
  [ 0.9395315   1.9480444   3.593179   ... -0.29208457 -0.43707073
   -0.17900275]
  [ 0.9395315   1.9480444   3.593179   ... -0.29208457 -0.43707073
   -0.17900275]]]",images/results/BU_3DFE/F0042_DI02AE_F2D/projected_w.npz
F,42,AN,2,AE,F2D,bmp,F0042_AN02AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_AN02AE_F2D.bmp,"[[[ 2.4253469  -0.47555768  1.0017449  ...  1.3539972  -0.98558474
   -2.640231  ]
  [ 2.4253469  -0.47555768  1.0017449  ...  1.3539972  -0.98558474
   -2.640231  ]
  [ 2.4253469  -0.47555768  1.0017449  ...  1.3539972  -0.98558474
   -2.640231  ]
  ...
  [ 2.4253469  -0.47555768  1.0017449  ...  1.3539972  -0.98558474
   -2.640231  ]
  [ 2.4253469  -0.47555768  1.0017449  ...  1.3539972  -0.98558474
   -2.640231  ]
  [ 2.4253469  -0.47555768  1.0017449  ...  1.3539972  -0.98558474
   -2.640231  ]]]",images/results/BU_3DFE/F0042_AN02AE_F2D/projected_w.npz
F,42,AN,4,AE,F2D,bmp,F0042_AN04AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_AN04AE_F2D.bmp,"[[[-1.5083734   0.9754318   2.2726395  ... -0.20675296 -1.0744516
   -1.1712744 ]
  [-1.5083734   0.9754318   2.2726395  ... -0.20675296 -1.0744516
   -1.1712744 ]
  [-1.5083734   0.9754318   2.2726395  ... -0.20675296 -1.0744516
   -1.1712744 ]
  ...
  [-1.5083734   0.9754318   2.2726395  ... -0.20675296 -1.0744516
   -1.1712744 ]
  [-1.5083734   0.9754318   2.2726395  ... -0.20675296 -1.0744516
   -1.1712744 ]
  [-1.5083734   0.9754318   2.2726395  ... -0.20675296 -1.0744516
   -1.1712744 ]]]",images/results/BU_3DFE/F0042_AN04AE_F2D/projected_w.npz
F,42,SA,3,AE,F2D,bmp,F0042_SA03AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_SA03AE_F2D.bmp,"[[[ 3.415305   -1.1285204   1.6973776  ... -0.31315652  0.744489
    2.9065454 ]
  [ 3.415305   -1.1285204   1.6973776  ... -0.31315652  0.744489
    2.9065454 ]
  [ 3.415305   -1.1285204   1.6973776  ... -0.31315652  0.744489
    2.9065454 ]
  ...
  [ 3.415305   -1.1285204   1.6973776  ... -0.31315652  0.744489
    2.9065454 ]
  [ 3.415305   -1.1285204   1.6973776  ... -0.31315652  0.744489
    2.9065454 ]
  [ 3.415305   -1.1285204   1.6973776  ... -0.31315652  0.744489
    2.9065454 ]]]",images/results/BU_3DFE/F0042_SA03AE_F2D/projected_w.npz
F,42,SA,2,AE,F2D,bmp,F0042_SA02AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_SA02AE_F2D.bmp,"[[[-1.930288   -0.20234828  1.3158971  ...  0.04009224 -0.93564975
   -2.5357718 ]
  [-1.930288   -0.20234828  1.3158971  ...  0.04009224 -0.93564975
   -2.5357718 ]
  [-1.930288   -0.20234828  1.3158971  ...  0.04009224 -0.93564975
   -2.5357718 ]
  ...
  [-1.930288   -0.20234828  1.3158971  ...  0.04009224 -0.93564975
   -2.5357718 ]
  [-1.930288   -0.20234828  1.3158971  ...  0.04009224 -0.93564975
   -2.5357718 ]
  [-1.930288   -0.20234828  1.3158971  ...  0.04009224 -0.93564975
   -2.5357718 ]]]",images/results/BU_3DFE/F0042_SA02AE_F2D/projected_w.npz
F,42,SU,1,AE,F2D,bmp,F0042_SU01AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_SU01AE_F2D.bmp,"[[[ 0.28812474  0.5771858   1.2813596  ...  1.5514146  -0.25002947
    0.7872527 ]
  [ 0.28812474  0.5771858   1.2813596  ...  1.5514146  -0.25002947
    0.7872527 ]
  [ 0.28812474  0.5771858   1.2813596  ...  1.5514146  -0.25002947
    0.7872527 ]
  ...
  [ 0.28812474  0.5771858   1.2813596  ...  1.5514146  -0.25002947
    0.7872527 ]
  [ 0.28812474  0.5771858   1.2813596  ...  1.5514146  -0.25002947
    0.7872527 ]
  [ 0.28812474  0.5771858   1.2813596  ...  1.5514146  -0.25002947
    0.7872527 ]]]",images/results/BU_3DFE/F0042_SU01AE_F2D/projected_w.npz
F,42,HA,3,AE,F2D,bmp,F0042_HA03AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_HA03AE_F2D.bmp,"[[[-2.670727    0.24189462  2.3273356  ...  0.3600418  -0.17651302
   -0.3901716 ]
  [-2.670727    0.24189462  2.3273356  ...  0.3600418  -0.17651302
   -0.3901716 ]
  [-2.670727    0.24189462  2.3273356  ...  0.3600418  -0.17651302
   -0.3901716 ]
  ...
  [-2.670727    0.24189462  2.3273356  ...  0.3600418  -0.17651302
   -0.3901716 ]
  [-2.670727    0.24189462  2.3273356  ...  0.3600418  -0.17651302
   -0.3901716 ]
  [-2.670727    0.24189462  2.3273356  ...  0.3600418  -0.17651302
   -0.3901716 ]]]",images/results/BU_3DFE/F0042_HA03AE_F2D/projected_w.npz
F,42,FE,4,AE,F2D,bmp,F0042_FE04AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_FE04AE_F2D.bmp,"[[[ 0.3936283  -0.02904505  2.0414863  ...  1.2120621   1.4657073
   -1.1338727 ]
  [ 0.3936283  -0.02904505  2.0414863  ...  1.2120621   1.4657073
   -1.1338727 ]
  [ 0.3936283  -0.02904505  2.0414863  ...  1.2120621   1.4657073
   -1.1338727 ]
  ...
  [ 0.3936283  -0.02904505  2.0414863  ...  1.2120621   1.4657073
   -1.1338727 ]
  [ 0.3936283  -0.02904505  2.0414863  ...  1.2120621   1.4657073
   -1.1338727 ]
  [ 0.3936283  -0.02904505  2.0414863  ...  1.2120621   1.4657073
   -1.1338727 ]]]",images/results/BU_3DFE/F0042_FE04AE_F2D/projected_w.npz
F,42,SU,3,AE,F2D,bmp,F0042_SU03AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_SU03AE_F2D.bmp,"[[[-1.2052857   1.9569343   0.12405031 ...  1.0555475   0.37894678
   -1.7223203 ]
  [-1.2052857   1.9569343   0.12405031 ...  1.0555475   0.37894678
   -1.7223203 ]
  [-1.2052857   1.9569343   0.12405031 ...  1.0555475   0.37894678
   -1.7223203 ]
  ...
  [-1.2052857   1.9569343   0.12405031 ...  1.0555475   0.37894678
   -1.7223203 ]
  [-1.2052857   1.9569343   0.12405031 ...  1.0555475   0.37894678
   -1.7223203 ]
  [-1.2052857   1.9569343   0.12405031 ...  1.0555475   0.37894678
   -1.7223203 ]]]",images/results/BU_3DFE/F0042_SU03AE_F2D/projected_w.npz
F,42,FE,2,AE,F2D,bmp,F0042_FE02AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_FE02AE_F2D.bmp,"[[[-0.4445181   0.9848522   0.8104813  ...  0.27201936 -2.0679765
   -1.9010901 ]
  [-0.4445181   0.9848522   0.8104813  ...  0.27201936 -2.0679765
   -1.9010901 ]
  [-0.4445181   0.9848522   0.8104813  ...  0.27201936 -2.0679765
   -1.9010901 ]
  ...
  [-0.4445181   0.9848522   0.8104813  ...  0.27201936 -2.0679765
   -1.9010901 ]
  [-0.4445181   0.9848522   0.8104813  ...  0.27201936 -2.0679765
   -1.9010901 ]
  [-0.4445181   0.9848522   0.8104813  ...  0.27201936 -2.0679765
   -1.9010901 ]]]",images/results/BU_3DFE/F0042_FE02AE_F2D/projected_w.npz
F,42,HA,2,AE,F2D,bmp,F0042_HA02AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_HA02AE_F2D.bmp,"[[[ 0.5930889   1.2530107   1.0192355  ... -0.81632763  0.44381168
   -1.0231609 ]
  [ 0.5930889   1.2530107   1.0192355  ... -0.81632763  0.44381168
   -1.0231609 ]
  [ 0.5930889   1.2530107   1.0192355  ... -0.81632763  0.44381168
   -1.0231609 ]
  ...
  [ 0.5930889   1.2530107   1.0192355  ... -0.81632763  0.44381168
   -1.0231609 ]
  [ 0.5930889   1.2530107   1.0192355  ... -0.81632763  0.44381168
   -1.0231609 ]
  [ 0.5930889   1.2530107   1.0192355  ... -0.81632763  0.44381168
   -1.0231609 ]]]",images/results/BU_3DFE/F0042_HA02AE_F2D/projected_w.npz
F,42,SU,2,AE,F2D,bmp,F0042_SU02AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_SU02AE_F2D.bmp,"[[[ 1.3294723   1.7077737   2.158551   ...  1.5135614   0.17404053
   -0.34288374]
  [ 1.3294723   1.7077737   2.158551   ...  1.5135614   0.17404053
   -0.34288374]
  [ 1.3294723   1.7077737   2.158551   ...  1.5135614   0.17404053
   -0.34288374]
  ...
  [ 1.3294723   1.7077737   2.158551   ...  1.5135614   0.17404053
   -0.34288374]
  [ 1.3294723   1.7077737   2.158551   ...  1.5135614   0.17404053
   -0.34288374]
  [ 1.3294723   1.7077737   2.158551   ...  1.5135614   0.17404053
   -0.34288374]]]",images/results/BU_3DFE/F0042_SU02AE_F2D/projected_w.npz
F,42,AN,3,AE,F2D,bmp,F0042_AN03AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_AN03AE_F2D.bmp,"[[[-1.8578852   2.3534977   1.8242375  ...  0.47851616 -1.4469229
   -2.3843424 ]
  [-1.8578852   2.3534977   1.8242375  ...  0.47851616 -1.4469229
   -2.3843424 ]
  [-1.8578852   2.3534977   1.8242375  ...  0.47851616 -1.4469229
   -2.3843424 ]
  ...
  [-1.8578852   2.3534977   1.8242375  ...  0.47851616 -1.4469229
   -2.3843424 ]
  [-1.8578852   2.3534977   1.8242375  ...  0.47851616 -1.4469229
   -2.3843424 ]
  [-1.8578852   2.3534977   1.8242375  ...  0.47851616 -1.4469229
   -2.3843424 ]]]",images/results/BU_3DFE/F0042_AN03AE_F2D/projected_w.npz
F,42,DI,1,AE,F2D,bmp,F0042_DI01AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_DI01AE_F2D.bmp,"[[[-2.1601908   1.6234189   1.5993375  ... -0.5690874  -0.22777875
   -1.268293  ]
  [-2.1601908   1.6234189   1.5993375  ... -0.5690874  -0.22777875
   -1.268293  ]
  [-2.1601908   1.6234189   1.5993375  ... -0.5690874  -0.22777875
   -1.268293  ]
  ...
  [-2.1601908   1.6234189   1.5993375  ... -0.5690874  -0.22777875
   -1.268293  ]
  [-2.1601908   1.6234189   1.5993375  ... -0.5690874  -0.22777875
   -1.268293  ]
  [-2.1601908   1.6234189   1.5993375  ... -0.5690874  -0.22777875
   -1.268293  ]]]",images/results/BU_3DFE/F0042_DI01AE_F2D/projected_w.npz
F,42,AN,1,AE,F2D,bmp,F0042_AN01AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_AN01AE_F2D.bmp,"[[[ 0.43240568 -0.09557901  1.759884   ...  1.0072217  -0.6780978
   -1.6951554 ]
  [ 0.43240568 -0.09557901  1.759884   ...  1.0072217  -0.6780978
   -1.6951554 ]
  [ 0.43240568 -0.09557901  1.759884   ...  1.0072217  -0.6780978
   -1.6951554 ]
  ...
  [ 0.43240568 -0.09557901  1.759884   ...  1.0072217  -0.6780978
   -1.6951554 ]
  [ 0.43240568 -0.09557901  1.759884   ...  1.0072217  -0.6780978
   -1.6951554 ]
  [ 0.43240568 -0.09557901  1.759884   ...  1.0072217  -0.6780978
   -1.6951554 ]]]",images/results/BU_3DFE/F0042_AN01AE_F2D/projected_w.npz
F,42,SU,4,AE,F2D,bmp,F0042_SU04AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_SU04AE_F2D.bmp,"[[[-1.3139354   2.6146882   0.43130803 ...  0.3164947  -0.53570783
   -1.587186  ]
  [-1.3139354   2.6146882   0.43130803 ...  0.3164947  -0.53570783
   -1.587186  ]
  [-1.3139354   2.6146882   0.43130803 ...  0.3164947  -0.53570783
   -1.587186  ]
  ...
  [-1.3139354   2.6146882   0.43130803 ...  0.3164947  -0.53570783
   -1.587186  ]
  [-1.3139354   2.6146882   0.43130803 ...  0.3164947  -0.53570783
   -1.587186  ]
  [-1.3139354   2.6146882   0.43130803 ...  0.3164947  -0.53570783
   -1.587186  ]]]",images/results/BU_3DFE/F0042_SU04AE_F2D/projected_w.npz
F,42,DI,4,AE,F2D,bmp,F0042_DI04AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_DI04AE_F2D.bmp,"[[[ 1.7771996   2.8615272   2.3059888  ...  0.6619594  -1.1432388
    0.65865594]
  [ 1.7771996   2.8615272   2.3059888  ...  0.6619594  -1.1432388
    0.65865594]
  [ 1.7771996   2.8615272   2.3059888  ...  0.6619594  -1.1432388
    0.65865594]
  ...
  [ 1.7771996   2.8615272   2.3059888  ...  0.6619594  -1.1432388
    0.65865594]
  [ 1.7771996   2.8615272   2.3059888  ...  0.6619594  -1.1432388
    0.65865594]
  [ 1.7771996   2.8615272   2.3059888  ...  0.6619594  -1.1432388
    0.65865594]]]",images/results/BU_3DFE/F0042_DI04AE_F2D/projected_w.npz
F,42,HA,4,AE,F2D,bmp,F0042_HA04AE_F2D,/home/vicky/Documents/BU_3DFE/F0042,F0042_HA04AE_F2D.bmp,"[[[ 0.8765663   0.43620527  1.5551413  ...  0.8707126  -0.75938076
   -0.02479638]
  [ 0.8765663   0.43620527  1.5551413  ...  0.8707126  -0.75938076
   -0.02479638]
  [ 0.8765663   0.43620527  1.5551413  ...  0.8707126  -0.75938076
   -0.02479638]
  ...
  [ 0.8765663   0.43620527  1.5551413  ...  0.8707126  -0.75938076
   -0.02479638]
  [ 0.8765663   0.43620527  1.5551413  ...  0.8707126  -0.75938076
   -0.02479638]
  [ 0.8765663   0.43620527  1.5551413  ...  0.8707126  -0.75938076
   -0.02479638]]]",images/results/BU_3DFE/F0042_HA04AE_F2D/projected_w.npz
